,alert_id,event_time,asset_id,date
66,1LUtll0EWsV,2019-06-13 00:30:18,henFTbb,2019-06-13
67,1LUtll0EWsV,2019-06-14 02:31:48,VYXaZbp,2019-06-14
68,1LUtll0EWsV,2019-06-14 02:31:48,YdhuEqe,2019-06-14
69,1LUtll0EWsV,2019-06-14 02:31:48,jdTmxA6,2019-06-14
70,1LUtll0EWsV,2019-06-14 02:31:48,aEiqyJn,2019-06-14
71,1LUtll0EWsV,2019-06-14 02:31:48,IuEB8fj,2019-06-14
72,1LUtll0EWsV,2019-06-15 02:19:52,AOrjfO6,2019-06-15
73,1LUtll0EWsV,2019-06-15 02:19:52,9jpbH0a,2019-06-15
74,1LUtll0EWsV,2019-06-15 02:19:52,n11iSip,2019-06-15
75,1LUtll0EWsV,2019-06-16 08:41:37,eaQpbYk,2019-06-16
76,1LUtll0EWsV,2019-06-16 08:41:37,ObT8jsB,2019-06-16
77,1LUtll0EWsV,2019-06-16 08:41:37,Ac7F3bO,2019-06-16
78,1LUtll0EWsV,2019-06-16 08:41:37,QWcIWM5,2019-06-16
79,1LUtll0EWsV,2019-06-16 08:41:37,maRmngD,2019-06-16
80,1LUtll0EWsV,2019-06-18 13:05:21,opLt3Qv,2019-06-18
81,1LUtll0EWsV,2019-06-18 13:05:21,3JSM1Ug,2019-06-18
82,2Jof51BvzqX,2019-06-10 01:40:08,voUR9Yp,2019-06-10
83,2Jof51BvzqX,2019-06-10 01:40:08,OjG5S0p,2019-06-10
84,2Jof51BvzqX,2019-06-10 01:40:08,Edkapwv,2019-06-10
85,2Jof51BvzqX,2019-06-10 01:40:08,39EeWT6,2019-06-10
86,2Jof51BvzqX,2019-06-11 02:02:10,Y75otM7,2019-06-11
87,2Jof51BvzqX,2019-06-12 11:00:12,JpHdsVo,2019-06-12
88,2Jof51BvzqX,2019-06-14 02:13:11,A19HY8V,2019-06-14
89,2Jof51BvzqX,2019-06-14 02:13:11,Op12INh,2019-06-14
90,2Jof51BvzqX,2019-06-14 02:13:11,6RKu9xQ,2019-06-14
91,2Jof51BvzqX,2019-06-14 02:13:11,9utUre4,2019-06-14
92,2Jof51BvzqX,2019-06-15 20:12:05,ABSwiGF,2019-06-15
93,2Jof51BvzqX,2019-06-15 20:12:05,VzmZtyP,2019-06-15
94,2Jof51BvzqX,2019-06-16 00:49:40,nCszvjj,2019-06-16
95,2Jof51BvzqX,2019-06-16 00:49:40,A0vfPcy,2019-06-16
96,2Jof51BvzqX,2019-06-16 00:49:40,mayTgJg,2019-06-16
97,2Jof51BvzqX,2019-06-16 00:49:40,Ny0YpsW,2019-06-16
98,2Jof51BvzqX,2019-06-16 00:49:40,J6hguI5,2019-06-16
99,2Jof51BvzqX,2019-06-17 05:46:17,tXBGTCy,2019-06-17
100,2Jof51BvzqX,2019-06-17 05:46:17,ak0CBkG,2019-06-17
101,2Jof51BvzqX,2019-06-18 21:14:30,ySySLIC,2019-06-18
102,2Jof51BvzqX,2019-06-18 21:14:30,h59TgXq,2019-06-18
103,2Jof51BvzqX,2019-06-18 21:14:30,ILtr0IE,2019-06-18
104,2Jof51BvzqX,2019-06-18 21:14:30,ZEm3TCD,2019-06-18
105,2Jof51BvzqX,2019-06-18 21:14:30,NkHZSZ4,2019-06-18
106,2VsSDcyzFF7,2019-06-10 11:10:49,HSFlOza,2019-06-10
107,2VsSDcyzFF7,2019-06-10 11:10:49,ayxNx99,2019-06-10
108,2VsSDcyzFF7,2019-06-10 11:10:49,eVDJkBf,2019-06-10
109,2VsSDcyzFF7,2019-06-10 11:10:49,jx3S4M5,2019-06-10
110,2VsSDcyzFF7,2019-06-11 14:01:57,E9PyamO,2019-06-11
111,2VsSDcyzFF7,2019-06-11 14:01:57,9sjYhHO,2019-06-11
112,2VsSDcyzFF7,2019-06-11 14:01:57,RUhxw50,2019-06-11
113,2VsSDcyzFF7,2019-06-12 09:13:57,KcbhslD,2019-06-12
114,2VsSDcyzFF7,2019-06-12 09:13:57,MQUESRJ,2019-06-12
115,2VsSDcyzFF7,2019-06-12 09:13:57,aklVn3g,2019-06-12
116,2VsSDcyzFF7,2019-06-13 00:31:45,UTQ6FO5,2019-06-13
117,2VsSDcyzFF7,2019-06-13 00:31:45,pYb3NXT,2019-06-13
118,2VsSDcyzFF7,2019-06-13 00:31:45,iu0XQYU,2019-06-13
119,2VsSDcyzFF7,2019-06-14 05:16:59,whfKw0M,2019-06-14
120,2VsSDcyzFF7,2019-06-14 05:16:59,4yMAiph,2019-06-14
121,2VsSDcyzFF7,2019-06-14 05:16:59,Mxdggrh,2019-06-14
122,2VsSDcyzFF7,2019-06-14 05:16:59,W1gPJpk,2019-06-14
123,2VsSDcyzFF7,2019-06-14 05:16:59,GauJD1Q,2019-06-14
124,2VsSDcyzFF7,2019-06-15 12:41:29,g5g3apQ,2019-06-15
125,2VsSDcyzFF7,2019-06-15 12:41:29,OocEUyO,2019-06-15
126,2VsSDcyzFF7,2019-06-15 12:41:29,TH3DaWh,2019-06-15
127,2VsSDcyzFF7,2019-06-16 04:36:27,EXMTu2E,2019-06-16
128,2VsSDcyzFF7,2019-06-17 10:10:54,EOKJPuk,2019-06-17
129,2VsSDcyzFF7,2019-06-18 04:23:03,rAxlQW6,2019-06-18
130,5PCmcWte4li,2019-06-10 06:52:23,Zag99XU,2019-06-10
131,5PCmcWte4li,2019-06-10 06:52:23,H6a3ZZI,2019-06-10
132,5PCmcWte4li,2019-06-10 06:52:23,5ykT8in,2019-06-10
133,5PCmcWte4li,2019-06-11 14:40:47,GwfJ1XI,2019-06-11
134,5PCmcWte4li,2019-06-11 14:40:47,RRrqsFV,2019-06-11
135,5PCmcWte4li,2019-06-11 14:40:47,Q9INwYQ,2019-06-11
136,5PCmcWte4li,2019-06-11 14:40:47,DXLsgpi,2019-06-11
137,5PCmcWte4li,2019-06-11 14:40:47,tHrv0FR,2019-06-11
138,5PCmcWte4li,2019-06-12 09:45:41,mVSgN5h,2019-06-12
139,5PCmcWte4li,2019-06-13 10:20:29,wgrmpXr,2019-06-13
140,5PCmcWte4li,2019-06-13 10:20:29,g6ecVSI,2019-06-13
141,5PCmcWte4li,2019-06-13 10:20:29,atVpIy1,2019-06-13
142,5PCmcWte4li,2019-06-14 15:09:49,oUXvHe5,2019-06-14
143,5PCmcWte4li,2019-06-15 23:14:23,ggOsVWb,2019-06-15
144,5PCmcWte4li,2019-06-15 23:14:23,LbkrgB3,2019-06-15
145,5PCmcWte4li,2019-06-15 23:14:23,gs9EdTV,2019-06-15
146,5PCmcWte4li,2019-06-15 23:14:23,JQBj4CG,2019-06-15
147,5PCmcWte4li,2019-06-15 23:14:23,ZSKFojW,2019-06-15
148,5PCmcWte4li,2019-06-16 19:38:45,b4wT42B,2019-06-16
149,5PCmcWte4li,2019-06-16 19:38:45,0VkHdWq,2019-06-16
150,5PCmcWte4li,2019-06-17 03:14:43,Jjo1R6r,2019-06-17
151,5PCmcWte4li,2019-06-17 03:14:43,VUc8ebJ,2019-06-17
152,5PCmcWte4li,2019-06-17 03:14:43,pmnRTkm,2019-06-17
153,5PCmcWte4li,2019-06-17 03:14:43,gWN1tHl,2019-06-17
154,74oBBbuPaSg,2019-06-10 14:01:10,tVZFvdA,2019-06-10
155,74oBBbuPaSg,2019-06-10 14:01:10,nSV1K4n,2019-06-10
156,74oBBbuPaSg,2019-06-10 14:01:10,nZ0jzL3,2019-06-10
157,74oBBbuPaSg,2019-06-10 14:01:10,qq1PdXz,2019-06-10
158,74oBBbuPaSg,2019-06-11 02:17:31,ZCcfto8,2019-06-11
159,74oBBbuPaSg,2019-06-11 02:17:31,7CaLqM5,2019-06-11
160,74oBBbuPaSg,2019-06-11 02:17:31,ClCOlkj,2019-06-11
161,74oBBbuPaSg,2019-06-12 01:33:40,lsQ1wJe,2019-06-12
162,74oBBbuPaSg,2019-06-12 01:33:40,lLcpnm2,2019-06-12
163,74oBBbuPaSg,2019-06-12 01:33:40,JyzJvJV,2019-06-12
164,74oBBbuPaSg,2019-06-12 01:33:40,nZo1JHi,2019-06-12
165,74oBBbuPaSg,2019-06-14 01:47:04,xDDzG0C,2019-06-14
166,74oBBbuPaSg,2019-06-14 01:47:04,Whc56OI,2019-06-14
167,74oBBbuPaSg,2019-06-14 01:47:04,qw5GKfL,2019-06-14
168,74oBBbuPaSg,2019-06-14 01:47:04,eLdUPfl,2019-06-14
169,74oBBbuPaSg,2019-06-14 01:47:04,tIAaKBE,2019-06-14
170,74oBBbuPaSg,2019-06-15 02:33:14,jx8x6d3,2019-06-15
171,74oBBbuPaSg,2019-06-15 02:33:14,zKHNBos,2019-06-15
172,74oBBbuPaSg,2019-06-16 04:25:53,7q0guTa,2019-06-16
173,74oBBbuPaSg,2019-06-16 04:25:53,r0GbH7m,2019-06-16
174,74oBBbuPaSg,2019-06-17 07:20:53,7M1ZveF,2019-06-17
175,74oBBbuPaSg,2019-06-17 07:20:53,pkTomGI,2019-06-17
176,74oBBbuPaSg,2019-06-17 07:20:53,T6ViVdd,2019-06-17
177,814iPfEdDRq,2019-06-10 09:40:48,VWShifR,2019-06-10
178,814iPfEdDRq,2019-06-10 09:40:48,IwJNdAc,2019-06-10
179,814iPfEdDRq,2019-06-12 08:50:30,2cvHinK,2019-06-12
180,814iPfEdDRq,2019-06-14 02:34:52,W6MvZea,2019-06-14
181,814iPfEdDRq,2019-06-14 02:34:52,6ULjJKJ,2019-06-14
182,814iPfEdDRq,2019-06-14 02:34:52,t6GLJEe,2019-06-14
183,814iPfEdDRq,2019-06-16 08:31:18,OWeCDiY,2019-06-16
184,814iPfEdDRq,2019-06-16 08:31:18,1CQHOCE,2019-06-16
185,814iPfEdDRq,2019-06-17 23:04:54,fyth7P3,2019-06-17
186,814iPfEdDRq,2019-06-17 23:04:54,4oRTlDh,2019-06-17
187,814iPfEdDRq,2019-06-18 00:50:35,62flZy9,2019-06-18
188,8x9rwGukOmB,2019-06-10 16:53:04,qRSHlOc,2019-06-10
189,8x9rwGukOmB,2019-06-10 16:53:04,6UvfMaY,2019-06-10
190,8x9rwGukOmB,2019-06-10 16:53:04,C0tL71u,2019-06-10
191,8x9rwGukOmB,2019-06-11 02:49:20,H0sGidD,2019-06-11
192,8x9rwGukOmB,2019-06-12 12:10:05,NTYopJc,2019-06-12
193,8x9rwGukOmB,2019-06-12 12:10:05,Nr7O8bu,2019-06-12
194,8x9rwGukOmB,2019-06-12 12:10:05,p9PHRl4,2019-06-12
195,8x9rwGukOmB,2019-06-12 12:10:05,b03YdFF,2019-06-12
196,8x9rwGukOmB,2019-06-12 12:10:05,7uzfOq9,2019-06-12
197,8x9rwGukOmB,2019-06-13 10:37:59,3MI7tNw,2019-06-13
198,8x9rwGukOmB,2019-06-13 10:37:59,NxU5ifH,2019-06-13
199,8x9rwGukOmB,2019-06-13 10:37:59,YSRQ72b,2019-06-13
200,8x9rwGukOmB,2019-06-14 02:48:57,lZVSO6a,2019-06-14
201,8x9rwGukOmB,2019-06-14 02:48:57,Su0jgL0,2019-06-14
202,8x9rwGukOmB,2019-06-14 02:48:57,evPIMW8,2019-06-14
203,8x9rwGukOmB,2019-06-14 02:48:57,MRAiPKK,2019-06-14
204,8x9rwGukOmB,2019-06-14 02:48:57,lgO5bd7,2019-06-14
205,8x9rwGukOmB,2019-06-15 15:48:18,wm7jR29,2019-06-15
206,8x9rwGukOmB,2019-06-15 15:48:18,T8XIz7p,2019-06-15
207,8x9rwGukOmB,2019-06-16 03:14:56,pqxmgN2,2019-06-16
208,8x9rwGukOmB,2019-06-16 03:14:56,QI4QJYz,2019-06-16
209,8x9rwGukOmB,2019-06-16 03:14:56,vWRcXiT,2019-06-16
210,9eWpr1cPXEE,2019-06-10 12:51:32,dw0P1y8,2019-06-10
211,9eWpr1cPXEE,2019-06-10 12:51:32,D03nYMV,2019-06-10
212,9eWpr1cPXEE,2019-06-10 12:51:32,1xFoJiA,2019-06-10
213,9eWpr1cPXEE,2019-06-11 08:51:20,rV2iYtq,2019-06-11
214,9eWpr1cPXEE,2019-06-11 08:51:20,JFpZT6u,2019-06-11
215,9eWpr1cPXEE,2019-06-11 08:51:20,xVnmMX2,2019-06-11
216,9eWpr1cPXEE,2019-06-11 08:51:20,TORiQYk,2019-06-11
217,9eWpr1cPXEE,2019-06-11 08:51:20,TBLe375,2019-06-11
218,9eWpr1cPXEE,2019-06-13 08:31:58,9BDtYKc,2019-06-13
219,9eWpr1cPXEE,2019-06-15 01:57:15,RZUKnqT,2019-06-15
220,9eWpr1cPXEE,2019-06-17 11:52:42,8x0sB6r,2019-06-17
221,9eWpr1cPXEE,2019-06-17 11:52:42,3oPF8Io,2019-06-17
222,9eWpr1cPXEE,2019-06-17 11:52:42,k6CMozP,2019-06-17
223,9eWpr1cPXEE,2019-06-17 11:52:42,uR1SgIJ,2019-06-17
224,9eWpr1cPXEE,2019-06-17 11:52:42,Zqr7Fh9,2019-06-17
225,9eWpr1cPXEE,2019-06-18 16:46:09,jYHGoRE,2019-06-18
226,9eWpr1cPXEE,2019-06-18 16:46:09,qFZBHOX,2019-06-18
227,9eWpr1cPXEE,2019-06-18 16:46:09,q5MY47C,2019-06-18
228,9eWpr1cPXEE,2019-06-18 16:46:09,8EmgEx0,2019-06-18
229,AH8to3Rxfka,2019-06-10 02:09:47,jMyY0ZJ,2019-06-10
230,AH8to3Rxfka,2019-06-10 02:09:47,kLEiaJ2,2019-06-10
231,AH8to3Rxfka,2019-06-10 02:09:47,2sCMOLg,2019-06-10
232,AH8to3Rxfka,2019-06-12 13:38:58,c394xCM,2019-06-12
233,AH8to3Rxfka,2019-06-12 13:38:58,Zn2Gzlj,2019-06-12
234,AH8to3Rxfka,2019-06-12 13:38:58,b9UNjgT,2019-06-12
235,AH8to3Rxfka,2019-06-12 13:38:58,AeTSpdi,2019-06-12
236,AH8to3Rxfka,2019-06-12 13:38:58,VZpE97b,2019-06-12
237,AH8to3Rxfka,2019-06-14 21:23:40,IqnLbUv,2019-06-14
238,AH8to3Rxfka,2019-06-15 10:45:07,KX86o1f,2019-06-15
239,AH8to3Rxfka,2019-06-15 10:45:07,ZuKY7sK,2019-06-15
240,AH8to3Rxfka,2019-06-15 10:45:07,Un4rr18,2019-06-15
241,AH8to3Rxfka,2019-06-15 10:45:07,qmghidY,2019-06-15
242,AH8to3Rxfka,2019-06-15 10:45:07,yUZkxyX,2019-06-15
243,AH8to3Rxfka,2019-06-16 20:45:56,fANglO0,2019-06-16
244,AH8to3Rxfka,2019-06-16 20:45:56,MuWVEAu,2019-06-16
245,AH8to3Rxfka,2019-06-16 20:45:56,AEsoFEL,2019-06-16
246,AH8to3Rxfka,2019-06-16 20:45:56,inxY0ry,2019-06-16
247,AH8to3Rxfka,2019-06-17 12:51:43,KfMXYuE,2019-06-17
248,AH8to3Rxfka,2019-06-17 12:51:43,5fPqDV5,2019-06-17
249,AH8to3Rxfka,2019-06-17 12:51:43,WhaKKzJ,2019-06-17
250,AH8to3Rxfka,2019-06-18 07:31:15,ML5LXkU,2019-06-18
251,AH8to3Rxfka,2019-06-18 07:31:15,CFroBwK,2019-06-18
252,AH8to3Rxfka,2019-06-18 07:31:15,vIzrDW8,2019-06-18
253,ArbwAO2m4Oa,2019-06-10 09:41:35,tjH1Vkp,2019-06-10
254,ArbwAO2m4Oa,2019-06-10 09:41:35,WN4ySPO,2019-06-10
255,ArbwAO2m4Oa,2019-06-10 09:41:35,dAhpK0Q,2019-06-10
256,ArbwAO2m4Oa,2019-06-10 09:41:35,hxVFArr,2019-06-10
257,ArbwAO2m4Oa,2019-06-11 00:06:15,EcTNyeJ,2019-06-11
258,ArbwAO2m4Oa,2019-06-11 00:06:15,wsGJbeT,2019-06-11
259,ArbwAO2m4Oa,2019-06-11 00:06:15,So6wgkJ,2019-06-11
260,ArbwAO2m4Oa,2019-06-12 10:27:20,OjZXttU,2019-06-12
261,ArbwAO2m4Oa,2019-06-12 10:27:20,ypnZ03c,2019-06-12
262,ArbwAO2m4Oa,2019-06-12 10:27:20,vTDcWxp,2019-06-12
263,ArbwAO2m4Oa,2019-06-13 02:45:33,C3aHi16,2019-06-13
264,ArbwAO2m4Oa,2019-06-13 02:45:33,YtU7NIB,2019-06-13
265,ArbwAO2m4Oa,2019-06-14 23:09:01,5HOds5z,2019-06-14
266,ArbwAO2m4Oa,2019-06-14 23:09:01,XRmImoo,2019-06-14
267,ArbwAO2m4Oa,2019-06-15 11:15:25,1lL8xoP,2019-06-15
268,ArbwAO2m4Oa,2019-06-16 00:58:10,TSdqWTF,2019-06-16
269,BxKRvWMrY6I,2019-06-10 13:46:35,TaXSonx,2019-06-10
270,BxKRvWMrY6I,2019-06-10 13:46:35,GfKvdI9,2019-06-10
271,BxKRvWMrY6I,2019-06-10 13:46:35,8K0frcA,2019-06-10
272,BxKRvWMrY6I,2019-06-11 05:16:45,mrHhPgo,2019-06-11
273,BxKRvWMrY6I,2019-06-12 02:15:00,Vq6mzMu,2019-06-12
274,BxKRvWMrY6I,2019-06-12 02:15:00,ACoOaZy,2019-06-12
275,BxKRvWMrY6I,2019-06-12 02:15:00,GVLxiqZ,2019-06-12
276,BxKRvWMrY6I,2019-06-12 02:15:00,Y7eXcoe,2019-06-12
277,BxKRvWMrY6I,2019-06-12 02:15:00,Dkp8ajl,2019-06-12
278,BxKRvWMrY6I,2019-06-13 01:12:00,VpDupnZ,2019-06-13
279,BxKRvWMrY6I,2019-06-13 01:12:00,l55DRpI,2019-06-13
280,BxKRvWMrY6I,2019-06-13 01:12:00,6G57ktT,2019-06-13
281,BxKRvWMrY6I,2019-06-14 18:24:35,UuJ2gnL,2019-06-14
282,BxKRvWMrY6I,2019-06-14 18:24:35,MFoGgwN,2019-06-14
283,BxKRvWMrY6I,2019-06-15 16:29:26,3uKzc5A,2019-06-15
284,BxKRvWMrY6I,2019-06-15 16:29:26,5Fi7Q8d,2019-06-15
285,BxKRvWMrY6I,2019-06-15 16:29:26,NdG1O4L,2019-06-15
286,BxKRvWMrY6I,2019-06-15 16:29:26,UmJvZLm,2019-06-15
287,BxKRvWMrY6I,2019-06-16 11:55:05,DcVSAKy,2019-06-16
288,BxKRvWMrY6I,2019-06-16 11:55:05,AJDUVsf,2019-06-16
289,BxKRvWMrY6I,2019-06-16 11:55:05,koLwPSt,2019-06-16
290,BxKRvWMrY6I,2019-06-16 11:55:05,OpQZ55E,2019-06-16
291,BxKRvWMrY6I,2019-06-16 11:55:05,RrrOj6A,2019-06-16
292,BxKRvWMrY6I,2019-06-17 16:07:59,O1x40iT,2019-06-17
293,BxKRvWMrY6I,2019-06-17 16:07:59,GDKyaut,2019-06-17
294,BxKRvWMrY6I,2019-06-18 01:05:02,SgGrcpX,2019-06-18
295,BxKRvWMrY6I,2019-06-18 01:05:02,tL9PR2X,2019-06-18
296,BxKRvWMrY6I,2019-06-18 01:05:02,ZH18TO6,2019-06-18
297,BxKRvWMrY6I,2019-06-18 01:05:02,VKn0voR,2019-06-18
298,C323Ed4y8NU,2019-06-10 22:56:44,1IVxCNu,2019-06-10
299,C323Ed4y8NU,2019-06-10 22:56:44,f2XCI2T,2019-06-10
300,C323Ed4y8NU,2019-06-11 00:55:13,sra6dAs,2019-06-11
301,C323Ed4y8NU,2019-06-11 00:55:13,mtkZ3Ab,2019-06-11
302,C323Ed4y8NU,2019-06-11 00:55:13,R9YHTPk,2019-06-11
303,C323Ed4y8NU,2019-06-11 00:55:13,Ke7lls9,2019-06-11
304,C323Ed4y8NU,2019-06-13 01:20:34,nICDgOC,2019-06-13
305,C323Ed4y8NU,2019-06-13 01:20:34,UVGo6pe,2019-06-13
306,C323Ed4y8NU,2019-06-14 04:17:50,69Qr2ZD,2019-06-14
307,C323Ed4y8NU,2019-06-14 04:17:50,7BEnOPZ,2019-06-14
308,C323Ed4y8NU,2019-06-15 06:55:27,JO6LPGI,2019-06-15
309,C323Ed4y8NU,2019-06-15 06:55:27,AQNFTRj,2019-06-15
310,C323Ed4y8NU,2019-06-15 06:55:27,IypeJjo,2019-06-15
311,C323Ed4y8NU,2019-06-16 20:36:51,Cous88X,2019-06-16
312,C323Ed4y8NU,2019-06-16 20:36:51,ecjaFkQ,2019-06-16
313,C323Ed4y8NU,2019-06-16 20:36:51,URobhUk,2019-06-16
314,C323Ed4y8NU,2019-06-16 20:36:51,ZJhGyZ8,2019-06-16
315,C323Ed4y8NU,2019-06-17 09:30:17,oomExKQ,2019-06-17
316,C323Ed4y8NU,2019-06-17 09:30:17,mTmHAAP,2019-06-17
317,C323Ed4y8NU,2019-06-17 09:30:17,vOE1mmL,2019-06-17
318,C323Ed4y8NU,2019-06-17 09:30:17,ZKhyy2f,2019-06-17
319,C323Ed4y8NU,2019-06-17 09:30:17,x5hIVWl,2019-06-17
320,C323Ed4y8NU,2019-06-18 11:05:10,nxZcyMO,2019-06-18
321,C323Ed4y8NU,2019-06-18 11:05:10,Hn53MIH,2019-06-18
322,C323Ed4y8NU,2019-06-18 11:05:10,PurzdMP,2019-06-18
323,ChPjT8d8BRX,2019-06-10 05:57:27,yIqNtoF,2019-06-10
324,ChPjT8d8BRX,2019-06-10 05:57:27,ZeDYNj6,2019-06-10
325,ChPjT8d8BRX,2019-06-10 05:57:27,EQ5T52L,2019-06-10
326,ChPjT8d8BRX,2019-06-10 05:57:27,z2mFrlL,2019-06-10
327,ChPjT8d8BRX,2019-06-11 12:47:21,lgU6J6N,2019-06-11
328,ChPjT8d8BRX,2019-06-14 03:02:54,EKaRdNO,2019-06-14
329,ChPjT8d8BRX,2019-06-14 03:02:54,u22Iqjr,2019-06-14
330,ChPjT8d8BRX,2019-06-15 03:42:51,wIl1WqO,2019-06-15
331,ChPjT8d8BRX,2019-06-15 03:42:51,AWqOW1d,2019-06-15
332,ChPjT8d8BRX,2019-06-15 03:42:51,kt1TP17,2019-06-15
333,ChPjT8d8BRX,2019-06-15 03:42:51,27Qh2gG,2019-06-15
334,ChPjT8d8BRX,2019-06-15 03:42:51,8K7kIia,2019-06-15
335,ChPjT8d8BRX,2019-06-16 00:40:49,oT7zQW8,2019-06-16
336,ChPjT8d8BRX,2019-06-16 00:40:49,tBDhhJC,2019-06-16
337,ChPjT8d8BRX,2019-06-17 21:53:47,ojRSVhW,2019-06-17
